species_code;order;family;family_common;family_code;genus;species;species_common;sex;type;linf_cm;winf_g;k;t0;tmax_yr;m
1502;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella albella;NA;unsexed;TL;13;NA;1.654;NA;NA;NA
1502;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella albella;NA;unsexed;TL;13.6;NA;1.22;NA;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;FL;37.86;NA;0.48;NA;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;TL;40.7;611;0.326;NA;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;TL;29;158;0.362;-0.92;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;TL;25;141;0.534;NA;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;FL;32.294;201;0.25;-1.66;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;TL;26.6;127;1.26;NA;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;NG;30.6;449;1.21;NA;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;;30.3;181;0.37;NA;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;TL;24;137;0.7;NA;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;;27.4;133;0.44;NA;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;TL;24.5;132;0.423;-1.23;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;NG;26;113;0.53;NA;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;female;TL;35;386;0.25;NA;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;TL;27.6;142;0.678;NA;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;TL;29;220;0.5;NA;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;TL;30.6;158;1.208;-0.03;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;TL;28.5;157;0.864;NA;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;TL;24.2;93.9;0.725;NA;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;NG;43.3;361;0.28;NA;7;0.98
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;TL;27.7;191;0.447;-1.41;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;TL;37;812;0.257;-0.82;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;TL;30.6;158;1.023;-0.09;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;TL;31.1;271;0.25;-1.81;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;male;TL;30;243;0.35;NA;NA;NA
1043;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella aurita;Spanish sardine;unsexed;TL;31;468;0.693;NA;NA;NA
1507;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella fimbriata;NA;unsexed;NG;17;38.2;1.2;NA;NA;NA
1507;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella fimbriata;NA;unsexed;NG;18.9;50.1;0.87;NA;NA;NA
1507;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella fimbriata;NA;unsexed;TL;18;44.2;0.7;NA;NA;1.3
1507;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella fimbriata;NA;unsexed;TL;18.4;46.8;1.316;NA;NA;NA
1507;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella fimbriata;NA;unsexed;TL;22;74.2;1.15;NA;NA;NA
1507;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella fimbriata;NA;unsexed;NG;20.4;61.1;1.02;NA;NA;NA
1507;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella fimbriata;NA;unsexed;TL;23.7;89.9;0.99;NA;NA;NA
1507;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella fimbriata;NA;unsexed;NG;21.3;68.3;1.03;NA;NA;NA
1507;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella fimbriata;NA;unsexed;TL;21.7;74.8;1.3;NA;NA;NA
1507;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella fimbriata;NA;unsexed;TL;14;23.1;1.6;NA;NA;NA
1507;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella fimbriata;NA;unsexed;NG;21.3;68.3;0.91;NA;NA;NA
1507;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella fimbriata;NA;unsexed;TL;22.3;76.8;0.9;NA;NA;NA
1507;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella fimbriata;NA;unsexed;TL;24.8;101;1.2;NA;NA;NA
1508;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella gibbosa;NA;unsexed;FL;19.72158;NA;2.2;NA;NA;NA
1508;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella gibbosa;NA;unsexed;FL;19.76744;42.09465;0.58;NA;NA;NA
1508;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella gibbosa;NA;unsexed;TL;17.1;42.78764;1.08;NA;NA;NA
1508;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella gibbosa;NA;unsexed;FL;22.55814;60.79909;0.32;NA;NA;NA
1508;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella gibbosa;NA;unsexed;FL;23.95349;116;0.8;NA;NA;NA
1508;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella gibbosa;NA;unsexed;TL;18.6;54.07309;1.8;NA;NA;NA
1508;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella gibbosa;NA;unsexed;TL;19.5;61.67561;1.2;NA;NA;NA
1508;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella gibbosa;NA;unsexed;TL;21.1;NA;1.4;NA;NA;NA
1508;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella gibbosa;NA;unsexed;;22.1;87.38667;0.4;NA;NA;0.62
1508;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella gibbosa;NA;unsexed;;14.1;25.00824;3.5;NA;NA;NA
1508;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella gibbosa;NA;unsexed;TL;19.7;NA;1.5;NA;NA;NA
1508;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella gibbosa;NA;unsexed;;14.6;27.55596;1.38;NA;NA;NA
1508;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella gibbosa;NA;unsexed;TL;14.1;25.00824;3.49;-0.02;NA;NA
1508;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella gibbosa;NA;unsexed;TL;19.1;NA;1.5;NA;NA;NA
1505;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella janeiro;Orangespot sardine;unsexed;TL;24.4;375;0.44;NA;NA;NA
1505;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella janeiro;Orangespot sardine;unsexed;TL;27.2;184;0.55;NA;NA;NA
1505;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella janeiro;Orangespot sardine;unsexed;TL;24.3;370;0.5;NA;NA;NA
1505;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella janeiro;Orangespot sardine;unsexed;TL;23;313;0.722;-0.25;NA;NA
1505;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella janeiro;Orangespot sardine;unsexed;TL;26;455;0.62;-0.59;NA;NA
1505;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella janeiro;Orangespot sardine;unsexed;TL;24;356;0.62;-0.59;NA;NA
1505;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella janeiro;Orangespot sardine;unsexed;TL;22.6;296.45;0.719;-0.34;NA;NA
1510;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella lemuru;NA;unsexed;TL;19.4;81.5;1;NA;NA;NA
1510;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella lemuru;NA;unsexed;TL;21.1;112;0.8;NA;NA;NA
1510;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella lemuru;NA;unsexed;NG;21.5;120;1.05;NA;NA;NA
1510;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella lemuru;NA;unsexed;TL;22.3;137;0.85;NA;NA;NA
1510;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella lemuru;NA;unsexed;TL;22.5;142;1;NA;NA;NA
1510;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella lemuru;NA;unsexed;TL;23.8;175;0.505;NA;NA;NA
1510;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella lemuru;NA;unsexed;FL;17.95455;34;1.1;NA;NA;NA
1510;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella lemuru;NA;unsexed;TL;23;154;1.1;NA;NA;NA
1510;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella lemuru;NA;unsexed;SL;22.199;68;0.95;NA;NA;0.96
1510;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella lemuru;NA;unsexed;FL;17.95455;34;1;NA;NA;NA
1510;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella lemuru;NA;unsexed;TL;23.2;159;1.28;NA;NA;NA
1510;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella lemuru;NA;unsexed;TL;21;110;1.1;NA;NA;NA
1510;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella lemuru;NA;unsexed;;19.3;79.9;1.22;NA;NA;NA
1510;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella lemuru;NA;unsexed;NG;27;282;0.9;NA;NA;NA
1511;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella longiceps;NA;unsexed;FL;26.96629;132;0.55;0.091;NA;NA
1511;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella longiceps;NA;unsexed;TL;21;99.80388;1.4;NA;NA;NA
1511;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella longiceps;NA;unsexed;TL;20.7;95.68922;0.5;NA;NA;NA
1511;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella longiceps;NA;unsexed;TL;20.7;95.68922;0.528;NA;4;0.67
1511;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella longiceps;NA;unsexed;TL;23.8;116;0.97;0.7;NA;NA
1511;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella longiceps;NA;unsexed;TL;24.5;180;0.78;NA;NA;NA
1511;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella longiceps;NA;unsexed;TL;14.5;33.76731;5.62;-0.03;NA;NA
1511;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella longiceps;NA;unsexed;TL;20.7;63;0.528;NA;NA;NA
1511;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella longiceps;NA;unsexed;TL;27;208.2112;0.4;NA;NA;NA
1511;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella longiceps;NA;unsexed;TL;21;66;0.6;NA;4;1.12
1511;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella longiceps;NA;unsexed;TL;21;99.80388;0.602;NA;NA;NA
1511;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella longiceps;NA;unsexed;TL;19.2;76.78444;1.006;NA;NA;NA
1511;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella longiceps;NA;unsexed;TL;16.3;47.6;2.77;-0.03;NA;NA
1047;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella maderensis;NA;unsexed;TL;39.6;460;0.277;NA;NA;0.72
1047;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella maderensis;NA;unsexed;TL;35;324;0.608;NA;NA;NA
1047;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella maderensis;NA;unsexed;TL;24.9;124;0.99;NA;NA;NA
1047;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella maderensis;NA;unsexed;FL;36.416;NA;0.3;NA;NA;NA
1047;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella maderensis;NA;unsexed;TL;37.5;394;0.336;NA;NA;NA
1047;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella maderensis;NA;unsexed;;37.5;394;0.34;NA;NA;NA
1047;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella maderensis;NA;unsexed;TL;29.1;193;0.83;NA;NA;NA
1047;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella maderensis;NA;unsexed;FL;46.37;719;0.3;NA;NA;NA
1047;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella maderensis;NA;unsexed;TL;32.5;263;0.59;NA;NA;NA
1047;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella maderensis;NA;unsexed;TL;25.5;133;0.298;-1.15;NA;NA
1513;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinella;Sardinella melanura;NA;unsexed;SL;28.1;NA;0.7;NA;NA;1.1
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;21.9;NA;0.201;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;NG;22.4;159;0.59;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;female;TL;31;NA;0.46;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;29.3;226.4554;0.52;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;27;NA;0.7;NA;NA;0.15
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;29.5;231;0.45;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;SL;27.63;161;0.528;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;NG;16.3;NA;0.61;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;30.6;219;0.225;-1.505;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;27.6;168;0.53;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;25.3;NA;0.36;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;33.8;359;0.33;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;29.3;337;0.45;NA;NA;0.4
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;31.2;277;0.44;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;38.5;547;0.25;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;25.7;NA;0.38;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;29.3;226.4554;0.54;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;29.5;205;0.398;-2.1;NA;0.45
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;SL;27.63;161;0.522;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;29.1;221.5005;0.55;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;30;244.4005;0.52;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;male;TL;29;219;0.6;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;26.9;156;0.56;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;26.1;142;0.52;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;male;TL;28.5;207;0.28;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;41;NA;0.252;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;30.2;215;0.53;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;20.5;NA;0.22;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;38.6;552;0.21;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;25.7;136;0.55;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;25.1;NA;0.57;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;29;219.0513;0.5;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;41.6;NA;0.24;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;30;225;0.35;NA;13;0.45
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;26.8;154;0.59;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;26;141;0.54;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;30.5;NA;0.396;-0.59;NA;0.15
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;22.4;NA;0.467;-0.09;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;27;209;0.9;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;23.6;NA;0.34;-0.26;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;36;440.4102;0.358;-0.24;NA;0.79
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;27;NA;0.6;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;27.4;NA;0.38;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;SL;26.0336;135;0.319;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;26.3;NA;0.31;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;25.2;NA;0.39;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;23;NA;0.39;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;41.7;708;0.21;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;24.4;NA;0.39;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;male;SL;NA;NA;1.168;0.02;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;27;150;0.65;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;SL;25.174;122;0.367;NA;NA;0.49
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;SL;25.2968;124;0.461;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;30;244;0.43;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;SL;26.0336;135;0.647;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;27;NA;0.34;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;25.2;NA;0.34;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;female;SL;NA;NA;0.987;-0.03;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;female;TL;28.5;207;0.28;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;male;FL;18.42697;NA;0.728;NA;NA;0.43
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;male;FL;18.42697;NA;0.805;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;SL;26.78572;NA;0.6;NA;NA;NA
1477;Clupeiformes;Clupeidae;Herrings, shads, sardines, menhadens;43;Sardinops;Sardinops sagax;Chilean sardine;unsexed;TL;25.9;NA;0.33;NA;NA;NA
